1,5203199.5
2,5180568.5
3,5254579
4,5041261.5
5,5068582.5
6,4776013
7,4631348
8,4440376
9,4314086
10,4254136.5
11,4003635.5
12,3722060.75
13,3503116.5
14,3445013.5
15,2892311.5
16,2737388.5
17,2469003.75
18,2180667.75
19,1849959.75
20,1506440.25
21,1283167.25
22,572617.44
23,740278.06
24,139539.38
25,-37356.28
26,-631104.94
27,-811634.06
28,-1025969.38
29,-1293433.12
30,-1748945
31,-1805484.75
32,-2262917.75
33,-2172655
34,-2663327
35,-3031130.75
36,-2957606.25
37,-3198521.75
38,-3469820.75
39,-3587243.5
40,-3747761.5
41,-3934572
42,-3971852
43,-4037577.5
44,-4034820.75
45,-4359229.5
46,-4231689.5
47,-4248078
48,-4154811.75
49,-4010412.5
50,-4152018.5
51,-4130478
52,-3859559
53,-3859359.25
54,-3689068
55,-3559068
56,-3520211
57,-3213749.25
58,-2993953.5
59,-2847037
60,-2559357.5
61,-2372630.5
62,-2021436.62
63,-1956740.62
64,-1516167.88
65,-1475046.75
66,-1057787.25
67,-894031.25
68,-589788.75
69,-466931.16
70,-175142.56
71,109707.42
72,373433.53
73,690645.44
74,998418.19
75,1094393.25
76,1573042.12
77,1724282.5
78,1926007
79,1927193.62
80,2228137.5
81,2326920
82,2535171.25
83,2764477
84,2682549.75
85,2955640.25
86,3020916
87,3121604
88,3038117.5
89,3094620.5
90,3233113.75
91,3188304
92,3108870
93,2934026
94,2960158.5
95,2773765.25
96,2865297
97,2701083.5
98,2491843.5
99,2282888
100,2426330.25
101,2198718.5
102,1858174.25
103,1637984.5
104,1230812.12
105,1098904
106,905832.69
107,605549
108,471870.94
109,95176.33
110,-262509.62
111,-322360.25
112,-450418.78
113,-793324.12
114,-1201297.75
115,-1398766
116,-1760031.12
117,-1918717.25
118,-2134766
119,-2416019.5
120,-2465399.25
121,-2816668
122,-3074323.5
123,-3470070.25
124,-3433877.5
125,-3615263.5
126,-3740213.75
127,-3957361.25
128,-3983694
129,-4009634.5
130,-4200481
131,-4246728.5
132,-4074290.5
133,-4157528.25
134,-4335444.5
135,-4315392
136,-4172562.5
137,-3916294.5
138,-4024979.25
139,-3717940
140,-3644938
141,-3598171
142,-3378952.5
143,-3201014.75
144,-3218401.5
145,-2809664.75
146,-2501664
147,-2303355.5
148,-2250787
149,-1702513.5
150,-1631648.5
151,-1109750.25
152,-1092462.38
153,-694842.06
154,-244640.09
155,-61314.36
156,138676.45
157,606313.5
158,878219.12
159,1094489.88
160,1715636.88
161,1868677.25
162,2184401.5
163,2356717.5
164,2767155.5
165,3129922.5
166,3211201
167,3535522
168,3796194
169,3818813.5
170,4393541.5
171,4401234.5
172,4543783
173,4581371
174,4893824
175,5043047
176,4981908
177,5182114
178,5201213
179,5220989.5
180,5140116
181,5209197
182,5316655.5
183,5118298
184,4920499.5
185,4919411
186,4818164
187,4861802
188,4689012.5
189,4323276
190,4198533
191,3960858
192,3715759.75
193,3576663.5
194,3363059
195,2989958.75
196,2707910
197,2610114.75
198,2024714.5
199,1815430.62
200,1452077
201,1157179.5
202,1087239.25
203,570348.12
204,166067.84
205,7456.41
206,-324296.81
207,-522827.31
208,-787852.94
209,-1524418.5
210,-1472263.25
211,-1908066.5
212,-2218316
213,-2188356.5
214,-2776637.5
215,-2878562
216,-3093937.5
217,-3354579.25
218,-3339826.5
219,-3601042.5
220,-3832609.5
221,-3868456.25
222,-3864092
223,-4002901
224,-4055576.5
225,-4272858
226,-4194122.75
227,-4139330.5
228,-4067582.5
229,-4060130
230,-4059590.5
231,-4156193.5
232,-3966821.75
233,-3898337.25
234,-3715352.25
235,-3467183.5
236,-3545670.25
237,-3105455.5
238,-3046254.5
239,-2827406.75
240,-2693755
241,-2477357.25
242,-2242226
243,-1830934.62
244,-1743010.25
245,-1350070.75
246,-1006559.44
247,-927308.25
248,-576085.94
249,-325444.59
250,-148245.34
251,230223.89
252,518067.34
253,556920.75
254,1064977.38
255,1326269.75
256,1409154.38
257,1644094.88
258,1794376
259,2026929.38
260,2246764.5
261,2618797.5
262,2566684.5
263,2724337.75
264,2816575
265,2952584.5
266,2873498
267,3148611.5
268,3200534
269,3107091.5
270,3268856.75
271,3089566.75
272,3087968.25
273,3040736.25
274,2920944.25
275,2900060.25
276,2745261.75
277,2637579
278,2728915
279,2397348
280,2156998.25
281,2108759.75
282,1929427.62
283,1608311.5
284,1405899.5
285,1021685.31
286,1084283
287,764716.06
288,446038.28
289,198002.22
290,-195492.45
291,-259668.27
292,-497483.53
293,-865550.75
294,-1143105.5
295,-1273731.12
296,-1540376.5
297,-1888491.5
298,-2157600.75
299,-2443926.25
300,-2587741.5
301,-2722486
302,-3191078
303,-3269712.5
304,-3496025.75
305,-3555757
306,-3579829.75
307,-3888392.25
308,-3841276
309,-4178715
310,-4198695
311,-4218855
312,-4261762
313,-4210558
314,-4179504
315,-4197986
316,-4082113.5
317,-3962670.75
318,-4074035
319,-3971774.5
320,-3713444.5
321,-3588268.25
322,-3340124.25
323,-3336781.25
324,-3117154.75
325,-2917836.5
326,-2596838.5
327,-2392165
328,-2189062
329,-2063769
330,-1542616.62
331,-1155548.25
332,-883424.38
333,-617305.88
334,-470314.88
335,25060.22
336,208442.77
337,654286.94
338,843244.25
339,1200338.12
340,1656774.75
341,1771049
342,2141918.5
343,2486911.5
344,2665641.5
345,2909972
346,3078875.5
347,3552465.5
348,3781062.25
349,3964667
350,4176153.5
351,4442374
352,4507507.5
353,4766309
354,4849145
355,4831980
356,4841738.5
357,5058492
358,5021000
359,5366859
360,5313332
361,5135672.5
362,5218813.5
363,4983595
364,5165685
365,5132108
366,5056986.5
367,4735692
368,4558930
369,4363140
370,4117170.75
371,3917596.25
372,3754514.5
373,3449512.25
374,3207742
375,3045101.25
376,2661213.5
377,2475037.5
378,2195930
379,1877323.25
380,1573337.5
381,1338589.88
382,858474.81
383,666227.81
384,275632.97
385,42610.93
386,-390837.81
387,-620496.12
388,-970259.75
389,-1322813.12
390,-1524011
391,-2014952.25
392,-2046855.62
393,-2466935.75
394,-2549190.5
395,-2677893.75
396,-3132823.25
397,-3317051.75
398,-3520141.75
399,-3588883.5
